"HolderAddress","Balance","PendingBalanceUpdate"
"0xf26d1bb347a59f6c283c53156519cc1b1abaca51","182054176.844737","No"
"0xdc351121342d0d25c80203201386323c1dcc7365","295294492.755974","No"
"0xfdaae0c5a7a56c8265b9f86cf8cd934a494e3733","377602.21503398","No"
"0x51df7a457ae235225c740d85b6a65573ba81b211","37505.28742204","No"
"0x3839acf1ee7699d1f46b1be840d8ad8317fdf757","312196.338815487","No"
"0x74f54b4435eff8d5f680644cc6482434eb9221db","49738.4100148358","No"
"0x72ba1965320ab5352fd6d68235cc3c5306a6ffa2","1065285.18394793","No"
"0x648aa14e4424e0825a5ce739c8c68610e143fb79","278506.44536537","No"
"0x1c5eb68630ccd90c3152fb9dee3a1c2a7201631d","37768.03742204","No"
"0x0409d28e409448e543c610b369ee7d2b58c15f57","93275.8849290335","No"
"0xfb43e405745384be949dabc3d3cc826b7f2bd1fb","5.28742203999755","No"
"0x505e20c0fb8252ca7ac21d54d5432eccd4f2d076","789.87961965","No"
"0x785b70b908e1458bdae818c03d7b8e6688b025e6","55008.79619646","No"
"0x90c56af54c7aad5bae421ffc4ab43d5053fdca3c","37422.03742204","No"
"0x2e419a06feb47d5f640636a55a814757fa10edf9","37422.03742204","No"
"0x73f2e04f047931e85b62e4f2652b156199000e14","211602.716725184","No"
"0x9b94add40a6bb66d7a5531a36b043d0b030ecfb0","37422.03742204","No"
"0x0e16fa45c87caf641822e1c55b36dec5995209f3","52605.28742204","No"
"0xca768c37ba6ec3d67be7b47bbe1f1c94ca216f46","61970.67787104","No"
"0xc69e49f64bab2b1d2e7fe43e2511729fc9b8dbb3","52605.28742204","No"
"0x1df428833f2c9fb1ef098754e5d710432450d706","352868.823446848","No"
"0xb054c0ac21e3f92d38da73d2bd64322dbffcddae","126974.27622801","No"
"0x6283511fc53c60c0a0a1848ac88ff46b5d2496ea","823.13770889","No"
"0xa32a796de468e236676befcaff1a41a2138558bb","52605.28742204","No"
"0x18def893d7f1db58ed974e34fb15ab73a54e07ca","52605.28742204","No"
"0x170ae47ba9b913c33f038aa011b5b83935e86091","5.819508049E-09","No"
"0x5e5590e859e337f6b4da4131a63c8ba9dc82d3e1","37422.03742204","No"
"0xbeba2eca7be9d766b42c446494ded9e1c3ee89bc","250.20700820372","No"
"0xd0d0dabc420aaaa55d40696e77750f65ca12deb5","40049.8934150945","No"
"0xfb3779e01dfb57b91cfff65eca7f70a46f25f21e","52605.28742204","No"
"0x33f3fa2aa549e67b5badccc135a26738ce2625e1","51447.086393071","No"
"0x97d51c4fc0f7aa4416c5656a0dc21e61b9b4fb1b","7.3090000191488E-05","No"
"0x737aeb98b9b3388b99307a8e59fb427d1e59bd89","37422.03742204","No"
"0x6d9aba400a2a487a5fb76c6d56518835553cd284","8314.52231206","No"
"0x482287950396ead752147fa5631fe9f63d2365d5","52605.28742204","No"
"0xdfe8beee223412f316baf2968b17527d6eba29f1","126974.27622801","No"
"0x73a6ca6ecf3ff2c0fce4db608e5f908be861cd85","5.02288802999645","No"
"0xf4a1c1948ab9fb6bb12e2b4163cebc77cf26fbbe","145967.70880597","No"
"0x8f6c2b70f1ae03db5c92d25bdc13d4027faa4e18","149166.685542539","No"
"0x2772568a33a0815e3ccebdbc9ec8544021552f2c","37422.03742204","No"
"0xd00df71434cf40b2cdb65ff73bd9789933ada44a","52605.28742204","No"
"0xeb0d71b89eecd82ef6bd4cc62ad95aa05d935af6","89552.23880597","No"
"0x4166d3a2682b0764415ea2ea2dc170afb518f523","37422.03742204","No"
"0x37110e2e40f7f1e90b559d6f4499d32dc2c5c686","52605.28742204","No"
"0xc6a8f0f8379f06ca34f2f9a76864278105a6b2f3","789.87961965","No"
"0xca588e70eeca3fd1de7e780245388913cf2d53ce","52605.28742204","No"
"0xaa48741ec38f1c18679387d1bb944d3d6c8173b4","37422.03742204","No"
"0xb25e55e36cc998a546639365272f88fe2ce50753","100889.651901466","No"
"0x6e8f26d35800ebb7678ac858866ec0e86ba7d1fc","7898.79619646","No"
"0x7ad815636d23e7af54645de5b1694c467510846a","126974.27622801","No"
"0x78c5dc062a541dae7aec891575b8e66321eec848","40000.7457959982","No"
"0xc7d0961e09ef783b02e951b3a0704236ae7cabb5","28044.5143013244","No"
"0x8934d2c764570b0a9c0dffdd7c376db06f957fa7","37422.03742204","No"
"0xc5f7ad7abb35b3f178fee3125122c0d1eb0487fe","52605.28742204","No"
"0x5c57abd3548b87ef9babea37ed3abd51fad523a3","57049.6118486468","No"
"0x40072372ce3f50a70cb3d6429fc56be3cdb1aa77","37422.03742204","No"
"0xf292fd567f2a8c06dc7eb7c62990a62da436df06","80381.1816456659","No"
"0x55c3e66a54da4ff525e9aa5f3229b02cca381701","52605.28742204","No"
"0x6222cedf294390d754c10065b31117d856b22ad5","39073.3972802655","No"
"0x17e062e6cdecd51fdb61f99689c86eb8b71f8b40","37422.03742204","No"
"0x7ff1a0b84d26fbd4c9b850c3ee95348ae1e230e5","7707.112175864","No"
"0x48513224a50c339d23484c9cd4a95dab5a9e8862","37422.03742204","No"
"0x24970b51dd29dc2dfa264cd51c41998c68e3d7e6","35449.9072273648","No"
"0xc7f6bba2c5ad9295874e2f3c6e3bb75ccc5f0745","605.287422039998","No"
"0xfb4974917850d9d82d812dd49221eb0b4c2f240e","52505.28742204","No"
"0x2445ffa390419e1b265c9208023c0a30f0fb74ab","43817.0872206922","No"
"0x0e324f7754c5b2a14ab924a81f70b1e2a3deb654","52605.28742204","No"
"0x484f67f862f1b451b14f5d791b853fd9e89c0bb0","544.631863176374","No"
"0x54021e58af1756dc70ce7034d7636de2d2f1fa74","112339.14432624","No"
"0x3f9b01f7f79dd83a0d1006dc666c78de3efe9cb9","262473.617441831","No"
"0x5b158f897f5ace2afefaf7ace8ce0cdbbbc9168a","52605.28742204","No"
"0x937fb230a29838db53b359f4ebf7b61c56842fcc","52605.28742204","No"
"0xa5492cba0307542932507a874e85c7bb98ea3a8e","210.373557214832","No"
"0xb21d8be8ec774d7d84d9e5f3ecd004f377909d50","130784.46880597","No"
"0xd76ff76ac8019c99237bde08d7c39dab5481bed2","74876.82257704","No"
"0x9999999e2f76ed42e6b1a4eefd0fd472790fa1a5","52605.28742204","No"
"0x00418b8ea6c6e2d5676f651bf76a368adb845e91","52638.28742204","No"
"0x4997d0b8bebe45fb978c83615e2790f2b749a346","37422.03742204","No"
"0x83f71c13159030f3d9bf1c8778285a8e34675cb7","47006.8321581206","No"
"0x8015375a4f843489a78b9f54491ff7cba804ff22","11.3468381398001","No"
"0xfa9eadcd47a78224c1e8edffb8fb352290f828ee","52605.28742204","No"
"0xe62e93a401a5b7e312017ee002abb240cdaf3125","52605.28742204","No"
"0x2f54dc965fcf3149a6e4964565336a6caf5cfa10","10.18780212","No"
"0xf3b1b6e83be4d55695f1d30ac3d307d9d5ca98ff","130923.67432624","No"
"0x1991734928e4bfb48c4dfba8dfe0f00feb046535","163389.74622801","No"
"0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88","183389.74622801","No"
"0x63dae0946a44eeead00c8b30ec206fda63f7dfe1","100.2071383","No"
"0x42d29e6fffef7d2df66ba652242eeff2b01822b1","52605.28742204","No"
"0x00de4b13153673bcae2616b67bf822500d325fc3","46681.88552108","No"
"0x09fac217f9a9f47b50651fb8c7c641dd0d39efc8","106439.03362177","No"
"0x44278bdb69b2209461ff04289dec7f9d8c05c014","80987.279960026","No"
"0xcf0fa79c915f12592c352ffe35000fda5c96a158","37422.03742204","No"
"0x614a61a3b7f2fd8750acaad63b2a0cfe8b8524f1","1000","No"
"0x5ad32c7aee7f06575ee0740cda8e6bd095cc3919","37422.03742204","No"
